hn,date_of_submission,species,submitted_sample,vitek_id,bacteria_genus,report_issued_date,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_azithromycin,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fluconazole,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_minocycline,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,ans_vancomycin,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_benzylpenicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefotaxime,S/I/R_cefovecin,S/I/R_cefoxitin screen,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_ceftriaxone,S/I/R_chloramphenicol,S/I/R_clindamycin,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_erythromycin,S/I/R_esbl,S/I/R_florfenicol,S/I/R_fusidic acid,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_inducible clindamycin resistance,S/I/R_levofloxacin,S/I/R_linezolid,S/I/R_marbofloxacin,S/I/R_minocycline,S/I/R_moxifloxacin,S/I/R_mupirocin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_oxacillin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_teicoplanin,S/I/R_tetracycline,S/I/R_tigecycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,S/I/R_vancomycin
43023,2020-10-19,dog,urine,GN,klebsiella,2020-10-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,R,I,R,,R,R,,R,,R,R,,S,,S,R,,+,,,R,S,,,,R,,,,R,S,,,,R,,,S,,,S,
43024,2020-10-20,cat,urine,GN,pseudomonas,2020-10-28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,I,,,,,S,S,,,,S,,,,,,,,,,,,,,,,
43025,2020-10-26,cat,urine,GN,acinetobacter,2020-10-28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,R,R,,,,,R,R,,,,R,,,,,,,,,,,,R,,,R,
43026,2020-11-24,cat,urine,GN,klebsiella,2020-11-27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,S,R,R,,R,R,,R,,R,R,,S,,R,R,,-,,,R,S,,,,R,,,,S,I,,,,R,,,R,,,S,
43027,2020-12-02,dog,urine,GN,klebsiella,2020-12-07,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R,R,R,,R,R,,R,,R,R,,R,,R,R,,+,,,R,R,,,,R,,,,S,R,,,,R,,,R,,,S,
43028,2020-12-01,cat,urine,GN,acinetobacter,2020-12-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,R,R,,,,,S,R,,,,R,,,,,,,,,,,,R,,,R,
43029,2021-01-06,dog,purulent,GN,escherichia,2021-01-11,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,S,R,S,,R,R,,S,,S,S,,S,,S,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,S,,,S,
43030,2020-10-09,dog,urine,GN,proteus,2020-10-15,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,S,,S,,S,S,,R,,R,S,,,,,S,I,,,,S,,,,I,R,,,,S,,,R,,,S,
43031,2020-10-30,dog,urine,GN,proteus,2020-11-04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,R,,R,I,,,,,R,R,,,,S,,,,S,R,,,,I,,,R,,,R,
43032,2020-07-21,dog,urine,GN,proteus,2020-07-24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,R,,R,R,,,,,R,I,,,,R,,,,I,R,,,,R,,,R,,,R,
43033,2020-10-22,cat,urine,GN,pseudomonas,2020-10-28,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,R,,,,,R,S,,,,R,,,,,,,,,,,,,,,,
43034,2020-11-27,cat,urine,GN,klebsiella,2020-12-01,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,I,,I,I,,R,,R,R,,-,,,S,S,,,,R,,,,S,R,,,,R,,,R,,,R,
43035,2020-10-21,dog,otitis,GN,proteus,2020-10-28,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,I,S,,S,,S,S,,S,,R,S,,,,,S,R,,,,S,,,,R,R,,,,S,,,R,,,S,
43036,2020-12-16,cat,wound,GN,proteus,2020-12-25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,R,R,,R,R,,S,,R,S,,R,,R,R,,,,,R,R,,,,R,,,,S,R,,,,R,,,R,,,R,
43037,2020-11-02,cat,urine,GN,pseudomonas,2020-11-04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,R,,,,,S,S,,,,R,,,,,,,,,,,,,,,,
43038,2021-01-16,dog,urine,GN,pseudomonas,2021-01-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,,,,,,R,,,,,R,S,,,,R,,,,,,,,,,,,,,,,
43039,2020-10-05,dog,open wound,GN,neisseria,2020-10-09,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43040,2020-12-09,dog,urine,GN,klebsiella,2020-12-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R,R,R,,R,R,,R,,R,R,,R,,S,R,,+,,,R,S,,,,R,,,,R,R,,,,R,,,S,,,R,
43041,2020-08-13,dog,urine,GN,proteus,2020-08-18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,S,R,,R,R,,R,,R,I,,I,,R,I,,,,,R,I,,,,S,,,,S,R,,,,R,,,R,,,R,
43042,2020-11-30,dog,tissue,GN,escherichia,2020-12-03,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,R,,S,R,,+,,,S,S,,,,R,,,,S,I,,,,R,,,S,,,R,
43043,2020-07-14,dog,swab,GN,escherichia,2020-07-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,I,,R,R,,-,,,S,S,,,,R,,,,I,R,,,,R,,,R,,,R,
43044,2020-10-30,cat,urine,GN,klebsiella,2020-11-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,S,R,R,,R,R,,R,,R,I,,S,,R,R,,-,,,S,S,,,,R,,,,I,R,,,,R,,,R,,,S,
43045,2020-11-17,dog,urine,GN,proteus,2020-11-24,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,,S,S,,S,,S,S,,R,,R,R,,,,,S,R,,,,R,,,,I,R,,,,R,,,R,,,R,
43046,2020-12-17,cat,urine,GN,escherichia,2020-12-25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,R,,R,R,,-,,,R,R,,,,R,,,,S,I,,,,R,,,R,,,R,
43047,2020-07-21,dog,urine,GN,klebsiella,2020-07-24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,I,,R,R,,-,,,S,R,,,,R,,,,S,R,,,,R,,,R,,,R,
43048,2021-01-20,dog,aspirate sample from l7s1 disc,GN,pseudomonas,2021-01-27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,I,,,,,S,S,,,,S,,,,,,,,,,,,,,,,
43049,2020-05-12,dog,surgical wound,GN,pseudomonas,2020-05-21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,I,,,,,S,S,,,,S,,,,,,,,,,,,,,,,
43050,2021-03-01,dog,urine,GN,escherichia,2021-03-04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,I,,R,R,,-,,,S,R,,,,R,,,,S,I,,,,R,,,R,,,R,
43051,2020-06-28,dog,swab,GN,proteus,2020-07-02,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,R,,R,R,,,,,R,R,,,,R,,,,I,R,,,,R,,,R,,,R,
43052,2020-12-23,dog,urine,GN,escherichia,2020-12-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,I,R,R,,R,R,,R,,R,R,,S,,S,R,,+,,,R,S,,,,R,,,,S,S,,,,R,,,R,,,R,
43053,2021-05-07,cat,swab,GN,escherichia,2021-05-21,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,S,R,R,,R,R,,S,,S,S,,S,,S,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,S,,,S,
43054,2021-03-26,dog,urine,GN,escherichia,2021-03-31,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,I,R,,S,R,,S,,S,S,,R,,R,R,,-,,,R,S,,,,R,,,,I,I,,,,R,,,R,,,R,
43055,2020-10-15,dog,swab,GN,pseudomonas,2020-10-20,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,S,,,,,,,,,,,,R,,S,S,,,,,S,S,,,,S,,,,,,,,,,,,S,,,S,
43056,2021-03-20,cat,chest,GN,pseudomonas,2021-03-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,R,,,R,,,,,I,,,,,S,S,,,,S,,,,,,,,,,,,,,,,
43057,2021-04-29,dog,ear canal,GN,pseudomonas,2021-05-05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,R,,,,,S,S,,,,R,,,,,,,,,,,,,,,,
43058,2021-04-23,dog,urine,GN,escherichia,2021-04-28,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,S,,S,,S,S,,S,,S,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,S,,,S,
43059,2020-11-01,dog,urine,GN,escherichia,2020-11-30,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,S,,S,,S,S,,S,,R,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,R,,,S,
43060,2020-11-01,cat,swab,GN,klebsiella,2020-11-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R,R,R,,R,R,,R,,R,R,,R,,R,R,,+,,,R,S,,,,R,,,,R,I,,,,R,,,R,,,R,
43061,2020-05-19,dog,urine,GN,escherichia,2020-05-21,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,S,S,S,,S,S,,S,,S,S,,R,,R,R,,-,,,R,S,,,,R,,,,R,S,,,,R,,,R,,,R,
43062,2020-10-21,dog,urine,GN,klebsiella,2020-10-28,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,R,R,,S,S,,S,,S,S,,S,,S,S,,-,,,S,R,,,,S,,,,I,I,,,,S,,,S,,,S,
43063,2020-07-02,dog,urine,GN,enterobacter,2020-07-09,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,S,R,,,R,R,,S,,S,S,,S,,S,S,,,,,S,S,,,,S,,,,S,S,,,,S,,,S,,,S,
43064,2020-11-09,cat,urine,GN,enterobacter,2020-11-13,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,S,R,,,R,R,,R,,R,R,,S,,S,S,,,,,S,S,,,,S,,,,S,I,,,,S,,,S,,,S,
43065,2020-07-23,dog,urine,GN,proteus,2020-07-31,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,,S,S,,S,,S,S,,R,,R,S,,,,,S,R,,,,S,,,,S,R,,,,S,,,R,,,R,
43066,2021-04-29,dog,urine,GN,proteus,2021-05-05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,,S,S,,S,,S,S,,S,,R,R,,,,,R,S,,,,R,,,,I,R,,,,R,,,R,,,R,
43067,2020-11-24,cat,urine,GN,escherichia,2020-11-27,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,,R,I,,S,,S,S,,S,,S,R,,-,,,S,S,,,,R,,,,S,S,,,,R,,,S,,,R,
43068,2021-04-06,other,wound,GN,aeromonas,2021-04-16,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,S,I,,,,,,S,,,S,,S,,,S,,,,,S,S,,,,S,,,,,,,,,,,,S,,,S,
43069,2020-06-20,dog,urine,GN,pseudomonas,2020-06-24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,I,,,,,S,S,,,,S,,,,,,,,,,,,,,,,
43070,2020-06-11,dog,urine,GN,escherichia,2020-06-16,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,S,S,,S,,S,S,,S,,S,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,S,,,S,
43071,2020-06-20,dog,urine,GN,escherichia,2020-06-24,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,,S,S,,S,,S,S,,I,,R,R,,-,,,S,S,,,,R,,,,S,S,,,,R,,,R,,,R,
43072,2020-06-15,cat,urine,GN,chryseobacterium,2020-06-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,,,R,,I,R,,,,,R,R,,,,R,,,,,,,,,,,,R,,,R,
43073,2020-06-23,dog,urine,GN,escherichia,2020-06-29,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,S,,S,,S,S,,R,,R,R,,-,,,R,S,,,,R,,,,S,S,,,,R,,,R,,,S,
43074,2020-06-13,cat,urine,GN,pseudomonas,2020-06-18,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,I,,,,,S,S,,,,S,,,,,,,,,,,,,,,,
43075,2020-06-03,dog,urine,GN,escherichia,2020-06-09,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,S,R,,S,S,,S,,S,S,,S,,R,R,,-,,,R,S,,,,R,,,,R,S,,,,R,,,R,,,R,
43076,2020-06-15,dog,urine,GN,klebsiella,2020-06-18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,R,R,R,,R,R,,R,,R,I,,R,,R,R,,-,,,R,S,,,,R,,,,R,I,,,,R,,,R,,,S,
43077,2020-06-24,dog,urine,GN,klebsiella,2020-06-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,S,R,R,,R,R,,I,,S,S,,R,,R,R,,-,,,R,S,,,,R,,,,R,S,,,,R,,,R,,,S,
43078,2020-06-18,dog,ear exudate,GN,pseudomonas,2020-06-23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,,,,,,R,,,,,R,R,,,,R,,,,,,,,,,,,,,,,
43079,2020-06-09,dog,urine,GN,klebsiella,2020-06-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,S,R,R,,R,R,,R,,R,R,,S,,R,R,,-,,,S,S,,,,R,,,,I,R,,,,R,,,R,,,S,
43080,2020-06-22,cat,urine,GN,escherichia,2020-06-24,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,S,,S,S,,S,,I,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,R,,,R,
43081,2020-06-04,dog,ear exudate,GN,proteus,2020-06-09,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,S,,R,I,,S,,S,S,,S,,R,S,,,,,S,S,,,,S,,,,S,R,,,,S,,,R,,,S,
43082,2020-06-08,dog,urine,GN,escherichia,2020-06-11,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,R,R,,S,R,,S,,S,S,,R,,R,R,,-,,,S,S,,,,R,,,,S,S,,,,R,,,R,,,S,
43083,2020-05-30,dog,urine,GN,escherichia,2020-06-05,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,,S,S,,S,,S,S,,S,,S,R,,-,,,S,S,,,,R,,,,S,S,,,,R,,,S,,,R,
43084,2020-06-09,dog,crust from skin,GN,moraxella,2020-06-17,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,R,,S,S,,,,,S,S,,,,S,,,,,,,,,,,,S,,,R,
43085,2020-06-10,dog,urine,GN,burkholderia,2020-06-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,R,,,,,,,,,,,,R,,S,R,,,,,R,R,,,,S,,,,,,,,,,,,R,,,S,
43086,2020-06-05,dog,urine,GN,proteus,2020-06-11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,I,S,S,,,S,,,,S,,,S,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,
43087,2020-06-17,cat,urine,GN,acinetobacter,2020-06-22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,R,R,,,,,S,R,,,,R,,,,,,,,,,,,R,,,R,
43088,2020-06-10,dog,urine,GN,klebsiella,2020-06-16,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,S,R,,S,S,,S,,S,S,,S,,S,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,S,,,S,
43089,2020-06-10,dog,urine,GN,pseudomonas,2020-06-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,,,,,,R,,,,,R,S,,,,R,,,,,,,,,,,,,,,,
43090,2020-06-08,dog,urine,GN,escherichia,2020-06-11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,R,,R,R,,I,,R,R,,-,,,R,R,,,,R,,,,S,I,,,,R,,,R,,,R,
43091,2020-06-05,cat,cervical,GN,pseudomonas,2020-06-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,R,,,,,R,S,,,,R,,,,,,,,,,,,,,,,
43092,2020-06-16,dog,open wound,GN,klebsiella,2020-06-22,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,S,R,R,,R,R,,S,,S,S,,S,,S,S,,,,,S,I,,,,S,,,,S,I,,,,S,,,S,,,S,
43093,2020-06-23,dog,urine,GN,proteus,2020-06-26,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,S,I,R,,S,S,,S,,S,S,,R,,R,S,,,,,S,I,,,,S,,,,S,R,,,,S,,,R,,,S,
43094,2020-06-24,cat,mandibular fx,GN,acinetobacter,2020-06-29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,R,R,,,,,R,R,,,,R,,,,,,,,,,,,R,,,R,
43095,2020-06-22,dog,urine,GN,escherichia,2020-06-24,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,S,R,,S,,S,S,,I,,R,R,,-,,,R,S,,,,R,,,,S,S,,,,R,,,R,,,R,
43096,2020-05-26,dog,joint fluid,GN,pseudomonas,2020-06-01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,,,,,,I,,,,,S,S,,,,S,,,,,,,,,,,,,,,,
43097,2020-06-10,dog,swab,GN,proteus,2020-06-15,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,,I,S,,S,,S,S,,R,,R,R,,,,,R,R,,,,R,,,,I,R,,,,R,,,R,,,R,
43098,2020-06-02,cat,urine,GN,escherichia,2020-06-09,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,,R,R,,S,,S,S,,R,,S,S,,-,,,S,S,,,,S,,,,S,S,,,,S,,,R,,,R,
43099,2020-06-10,cat,urine,GN,pseudomonas,2020-06-15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,,,,,,R,,,,,R,S,,,,R,,,,,,,,,,,,,,,,
